census_key,FIPS,Tract,Block,Tract_block
33.701_-84.42299999999999,131210075004001.00,'007500','4001','007500':'4001'
33.817_-84.44,131210089031007.00,'008903','1007','008903':'1007'
33.75_-84.36,131210032001018.00,'003200','1018','003200':'1018'
33.82_-84.375,131210093002001.00,'009300','2001','009300':'2001'
33.809_-84.419,131210089024002.00,'008902','4002','008902':'4002'
33.729_-84.405,131210057001030.00,'005700','1030','005700':'1030'
33.762_-84.40899999999999,131210025002001.00,'002500','2001','002500':'2001'
33.766_-84.43700000000001,131210084001003.00,'008400','1003','008400':'1003'
33.676_-84.384,131210073001016.00,'007300','1016','007300':'1016'
33.753_-84.417,131210038001006.00,'003800','1006','003800':'1006'
33.705_-84.35799999999999,131210068021004.00,'006802','1004','006802':'1004'
33.806999999999995_-84.384,131210091022004.00,'009102','2004','009102':'2004'
33.754_-84.506,131210078063011.00,'007806','3011','007806':'3011'
33.775999999999996_-84.43799999999999,131210087004019.00,'008700','4019','008700':'4019'
33.793_-84.48200000000001,131210086021003.00,'008602','1003','008602':'1003'
33.83_-84.38799999999999,131210095013013.00,'009501','3013','009501':'3013'
33.766999999999996_-84.441,131210083011000.00,'008301','1000','008301':'1000'
33.775999999999996_-84.385,131210012021024.00,'001202','1024','001202':'1024'
33.808_-84.397,131210091012000.00,'009101','2000','009101':'2000'
33.75_-84.41,131210037001002.00,'003700','1002','003700':'1002'
33.718_-84.41799999999999,131210065004009.00,'006500','4009','006500':'4009'
33.775_-84.45700000000001,131210086013001.00,'008601','3001','008601':'3001'
33.771_-84.443,131210085002014.00,'008500','2014','008500':'2014'
33.769_-84.368,131210017002004.00,'001700','2004','001700':'2004'
33.872_-84.361,131210100022006.00,'010002','2006','010002':'2006'
33.803000000000004_-84.405,131210090003009.00,'009000','3009','009000':'3009'
33.811_-84.478,131210088002029.00,'008800','2029','008800':'2029'
33.808_-84.382,131210091022001.00,'009102','2001','009102':'2001'
33.788000000000004_-84.402,131210006001018.00,'000600','1018','000600':'1018'
33.742_-84.387,131210048001016.00,'004800','1016','004800':'1016'
33.804_-84.39200000000001,131210091021008.00,'009102','1008','009102':'1008'
33.765_-84.431,131210084001001.00,'008400','1001','008400':'1001'
33.762_-84.434,131210084002007.00,'008400','2007','008400':'2007'
33.826_-84.425,131210097002024.00,'009700','2024','009700':'2024'
33.760999999999996_-84.351,131210030002009.00,'003000','2009','003000':'2009'
33.704_-84.46799999999999,131210076023008.00,'007602','3008','007602':'3008'
33.754_-84.459,131210083021004.00,'008302','1004','008302':'1004'
33.689_-84.412,131210075002000.00,'007500','2000','007500':'2000'
33.703_-84.37799999999999,131210070023007.00,'007002','3007','007002':'3007'
33.726_-84.32600000000001,130890209004001.00,'020900','4001','020900':'4001'
33.824_-84.446,131210089043010.00,'008904','3010','008904':'3010'
33.736_-84.338,130890209003012.00,'020900','3012','020900':'3012'
33.702_-84.541,131210078022013.00,'007802','2013','007802':'2013'
33.692_-84.406,131210075001029.00,'007500','1029','007500':'1029'
33.751999999999995_-84.454,131210083021007.00,'008302','1007','008302':'1007'
33.729_-84.38799999999999,131210120002009.00,'012000','2009','012000':'2009'
33.777_-84.45100000000001,131210085003020.00,'008500','3020','008500':'3020'
33.797_-84.381,131210005003033.00,'000500','3033','000500':'3033'
33.696999999999996_-84.39399999999999,131210070011003.00,'007001','1003','007001':'1003'
33.76_-84.417,131210025001005.00,'002500','1005','002500':'1005'
33.702_-84.429,131210066012026.00,'006601','2026','006601':'2026'
33.743_-84.427,131210041002002.00,'004100','2002','004100':'2002'
33.719_-84.426,131210066021011.00,'006602','1011','006602':'1011'
33.689_-84.354,131210071001018.00,'007100','1018','007100':'1018'
33.74_-84.319,130890208022026.00,'020802','2026','020802':'2026'
33.688_-84.539,131210103031033.00,'010303','1033','010303':'1033'
33.875_-84.39299999999999,131210102112030.00,'010211','2030','010211':'2030'
33.821_-84.454,131210089031009.00,'008903','1009','008903':'1009'
33.685_-84.505,131210077061003.00,'007706','1003','007706':'1003'
33.764_-84.436,131210084001009.00,'008400','1009','008400':'1009'
33.716_-84.432,131210066021003.00,'006602','1003','006602':'1003'
33.746_-84.367,131210050001017.00,'005000','1017','005000':'1017'
33.718_-84.42200000000001,131210066011010.00,'006601','1010','006601':'1010'
33.766999999999996_-84.44,131210084003001.00,'008400','3001','008400':'3001'
33.718_-84.446,131210080002000.00,'008000','2000','008000':'2000'
33.723_-84.397,131210063001033.00,'006300','1033','006300':'1033'
33.753_-84.456,131210083021007.00,'008302','1007','008302':'1007'
33.715_-84.37100000000001,131210064001012.00,'006400','1012','006400':'1012'
33.77_-84.41,131210118001001.00,'011800','1001','011800':'1001'
33.736999999999995_-84.368,131210050001047.00,'005000','1047','005000':'1047'
33.754_-84.434,131210040001009.00,'004000','1009','004000':'1009'
33.744_-84.43799999999999,131210040002012.00,'004000','2012','004000':'2012'
33.826_-84.367,131210094033016.00,'009403','3016','009403':'3016'
33.715_-84.375,131210064001003.00,'006400','1003','006400':'1003'
33.823_-84.366,131210094022008.00,'009402','2008','009402':'2008'
33.734_-84.405,131210057001009.00,'005700','1009','005700':'1009'
33.732_-84.39299999999999,131210120001046.00,'012000','1046','012000':'1046'
33.756_-84.508,131210078063010.00,'007806','3010','007806':'3010'
33.768_-84.414,131210118001005.00,'011800','1005','011800':'1005'
33.739000000000004_-84.39399999999999,131210120001070.00,'012000','1070','012000':'1070'
33.760999999999996_-84.34200000000001,130890205001000.00,'020500','1000','020500':'1000'
33.719_-84.446,131210080002000.00,'008000','2000','008000':'2000'
33.763000000000005_-84.43700000000001,131210084002004.00,'008400','2004','008400':'2004'
33.749_-84.334,130890205002011.00,'020500','2011','020500':'2011'
33.802_-84.443,131210088001010.00,'008800','1010','008800':'1010'
33.76_-84.454,131210083021000.00,'008302','1000','008302':'1000'
33.746_-84.294,130890208024001.00,'020802','4001','020802':'4001'
33.808_-84.36399999999999,131210001003009.00,'000100','3009','000100':'3009'
33.765_-84.387,131210019002037.00,'001900','2037','001900':'2037'
33.835_-84.369,131210096033000.00,'009603','3000','009603':'3000'
33.738_-84.429,131210041003009.00,'004100','3009','004100':'3009'
33.758_-84.444,131210084003005.00,'008400','3005','008400':'3005'
33.759_-84.507,131210078063010.00,'007806','3010','007806':'3010'
33.726_-84.35600000000001,131210069003000.00,'006900','3000','006900':'3000'
33.734_-84.419,131210042002039.00,'004200','2039','004200':'2039'
33.83_-84.383,131210096032007.00,'009603','2007','009603':'2007'
33.779_-84.41,131210010021020.00,'001002','1020','001002':'1020'
33.814_-84.42399999999999,131210089042002.00,'008904','2002','008904':'2002'
33.816_-84.47,131210088002010.00,'008800','2010','008800':'2010'
33.696999999999996_-84.36,131210071001008.00,'007100','1008','007100':'1008'
33.787_-84.395,131210005001070.00,'000500','1070','000500':'1070'
33.77_-84.458,131210083011002.00,'008301','1002','008301':'1002'
33.736999999999995_-84.39399999999999,131210120001083.00,'012000','1083','012000':'1083'
33.705999999999996_-84.479,131210077041000.00,'007704','1000','007704':'1000'
33.69_-84.41,131210075003012.00,'007500','3012','007500':'3012'
33.684_-84.40700000000001,131210074001002.00,'007400','1002','007400':'1002'
33.775999999999996_-84.469,131210086012026.00,'008601','2026','008601':'2026'
33.681_-84.38600000000001,131210073003000.00,'007300','3000','007300':'3000'
33.793_-84.37200000000001,131210004002000.00,'000400','2000','000400':'2000'
33.755_-84.43,131210024002013.00,'002400','2013','002400':'2013'
33.788000000000004_-84.367,131210002004004.00,'000200','4004','000200':'4004'
33.696999999999996_-84.49799999999999,131210077043021.00,'007704','3021','007704':'3021'
33.683_-84.38,131210073001000.00,'007300','1000','007300':'1000'
33.78_-84.465,131210086014006.00,'008601','4006','008601':'4006'
33.833_-84.37200000000001,131210096033007.00,'009603','3007','009603':'3007'
33.71_-84.42,131210066012000.00,'006601','2000','006601':'2000'
33.744_-84.48100000000001,131210081024010.00,'008102','4010','008102':'4010'
33.760999999999996_-84.365,131210029001000.00,'002900','1000','002900':'1000'
33.738_-84.39399999999999,131210120001083.00,'012000','1083','012000':'1083'
33.692_-84.365,131210070022000.00,'007002','2000','007002':'2000'
33.872_-84.348,130890211022011.00,'021102','2011','021102':'2011'
33.774_-84.51100000000001,131210082021010.00,'008202','1010','008202':'1010'
33.806_-84.45,131210088001007.00,'008800','1007','008800':'1007'
33.751999999999995_-84.48700000000001,131210081023011.00,'008102','3011','008102':'3011'
33.726_-84.464,131210080005009.00,'008000','5009','008000':'5009'
33.772_-84.508,131210082022006.00,'008202','2006','008202':'2006'
33.672_-84.391,131210073002000.00,'007300','2000','007300':'2000'
33.765_-84.395,131210021001035.00,'002100','1035','002100':'1035'
33.821999999999996_-84.44200000000001,131210089043028.00,'008904','3028','008904':'3028'
33.746_-84.516,131210078062014.00,'007806','2014','007806':'2014'
33.8_-84.458,131210087002000.00,'008700','2000','008700':'2000'
33.743_-84.374,131210049002011.00,'004900','2011','004900':'2011'
33.75_-84.42,131210039002000.00,'003900','2000','003900':'2000'
33.766_-84.5,131210078071012.00,'007807','1012','007807':'1012'
33.742_-84.395,131210120001057.00,'012000','1057','012000':'1057'
33.760999999999996_-84.428,131210024002006.00,'002400','2006','002400':'2006'
33.797_-84.361,131210002002000.00,'000200','2000','000200':'2000'
33.781_-84.478,131210086021003.00,'008602','1003','008602':'1003'
33.745_-84.41799999999999,131210042001001.00,'004200','1001','004200':'1001'
33.775_-84.346,130890202002005.00,'020200','2005','020200':'2005'
33.741_-84.521,131210078062007.00,'007806','2007','007806':'2007'
33.729_-84.465,131210080005011.00,'008000','5011','008000':'5011'
33.766_-84.404,131210118003016.00,'011800','3016','011800':'3016'
33.762_-84.429,131210024002006.00,'002400','2006','002400':'2006'
33.765_-84.321,130890203003004.00,'020300','3004','020300':'3004'
33.771_-84.34299999999999,130890204001002.00,'020400','1002','020400':'1002'
33.708_-84.525,131210078021005.00,'007802','1005','007802':'1005'
33.69_-84.499,131210077052013.00,'007705','2013','007705':'2013'
33.772_-84.38600000000001,131210012022006.00,'001202','2006','001202':'2006'
33.743_-84.294,130890208024014.00,'020802','4014','020802':'4014'
33.756_-84.515,131210078061010.00,'007806','1010','007806':'1010'
33.802_-84.427,131210089021028.00,'008902','1028','008902':'1028'
33.71_-84.508,131210078021024.00,'007802','1024','007802':'1024'
33.755_-84.382,131210028001030.00,'002800','1030','002800':'1030'
33.815_-84.40299999999999,131210091011002.00,'009101','1002','009101':'1002'
33.782_-84.352,131210001002005.00,'000100','2005','000100':'2005'
33.69_-84.508,131210077061007.00,'007706','1007','007706':'1007'
33.773_-84.41,131210118002031.00,'011800','2031','011800':'2031'
33.746_-84.462,131210081021014.00,'008102','1014','008102':'1014'
33.77_-84.432,131210085001009.00,'008500','1009','008500':'1009'
33.885999999999996_-84.40100000000001,131210102111002.00,'010211','1002','010211':'1002'
33.678000000000004_-84.414,131210074002008.00,'007400','2008','007400':'2008'
33.766_-84.39299999999999,131210019001004.00,'001900','1004','001900':'1004'
33.747_-84.516,131210078061020.00,'007806','1020','007806':'1020'
33.736_-84.425,131210041003011.00,'004100','3011','004100':'3011'
33.768_-84.447,131210083011000.00,'008301','1000','008301':'1000'
33.696_-84.376,131210070013007.00,'007001','3007','007001':'3007'
33.771_-84.414,131210118002040.00,'011800','2040','011800':'2040'
33.715_-84.384,131210055021023.00,'005502','1023','005502':'1023'
33.719_-84.439,131210080002004.00,'008000','2004','008000':'2004'
33.773_-84.443,131210085002002.00,'008500','2002','008500':'2002'
33.763000000000005_-84.41,131210025002002.00,'002500','2002','002500':'2002'
33.734_-84.441,131210060003005.00,'006000','3005','006000':'3005'
33.668_-84.366,131210073001019.00,'007300','1019','007300':'1019'
33.731_-84.40700000000001,131210057001022.00,'005700','1022','005700':'1022'
33.745_-84.436,131210040002013.00,'004000','2013','004000':'2013'
33.77_-84.514,131210078051000.00,'007805','1000','007805':'1000'
33.754_-84.508,131210078063009.00,'007806','3009','007806':'3009'
33.716_-84.455,131210080004020.00,'008000','4020','008000':'4020'
33.707_-84.37799999999999,131210067001037.00,'006700','1037','006700':'1037'
33.728_-84.43700000000001,131210061002002.00,'006100','2002','006100':'2002'
33.876_-84.405,131210102111016.00,'010211','1016','010211':'1016'
33.757_-84.464,131210083012018.00,'008301','2018','008301':'2018'
33.716_-84.38,131210055021021.00,'005502','1021','005502':'1021'
33.794000000000004_-84.35600000000001,131210001004008.00,'000100','4008','000100':'4008'
33.726_-84.38799999999999,131210055012014.00,'005501','2014','005501':'2014'
33.753_-84.49,131210078082001.00,'007808','2001','007808':'2001'
33.786_-84.365,131210002004010.00,'000200','4010','000200':'4010'
33.816_-84.42200000000001,131210089042002.00,'008904','2002','008904':'2002'
33.661_-84.524,131210077062026.00,'007706','2026','007706':'2026'
33.715_-84.368,131210069002007.00,'006900','2007','006900':'2007'
33.726_-84.43299999999999,131210061002004.00,'006100','2004','006100':'2004'
33.853_-84.429,131210098021033.00,'009802','1033','009802':'1033'
33.695_-84.493,131210077043022.00,'007704','3022','007704':'3022'
33.875_-84.383,131210099001000.00,'009900','1000','009900':'1000'
33.773_-84.411,131210118002021.00,'011800','2021','011800':'2021'
33.768_-84.41799999999999,131210023003008.00,'002300','3008','002300':'3008'
33.773_-84.416,131210118002044.00,'011800','2044','011800':'2044'
33.736_-84.43799999999999,131210060003000.00,'006000','3000','006000':'3000'
33.705999999999996_-84.36200000000001,131210068021002.00,'006802','1002','006802':'1002'
33.746_-84.339,130890209001004.00,'020900','1004','020900':'1004'
33.684_-84.384,131210070012004.00,'007001','2004','007001':'2004'
33.686_-84.494,131210077052026.00,'007705','2026','007705':'2026'
33.774_-84.44200000000001,131210085003030.00,'008500','3030','008500':'3030'
33.760999999999996_-84.48299999999999,131210078072000.00,'007807','2000','007807':'2000'
33.741_-84.387,131210049001004.00,'004900','1004','004900':'1004'
33.745_-84.311,130890208022018.00,'020802','2018','020802':'2018'
33.762_-84.315,130890208012003.00,'020801','2003','020801':'2003'
33.77_-84.40799999999999,131210118003004.00,'011800','3004','011800':'3004'
33.725_-84.40299999999999,131210063001011.00,'006300','1011','006300':'1011'
33.72_-84.40799999999999,131210065003006.00,'006500','3006','006500':'3006'
33.821_-84.426,131210089042002.00,'008904','2002','008904':'2002'
33.795_-84.38799999999999,131210005001015.00,'000500','1015','000500':'1015'
33.813_-84.425,131210089042012.00,'008904','2012','008904':'2012'
33.734_-84.337,130890209003014.00,'020900','3014','020900':'3014'
33.847_-84.365,131210096023002.00,'009602','3002','009602':'3002'
33.684_-84.385,131210070012005.00,'007001','2005','007001':'2005'
33.81_-84.419,131210089024001.00,'008902','4001','008902':'4001'
33.774_-84.37200000000001,131210013003000.00,'001300','3000','001300':'3000'
33.755_-84.376,131210028002006.00,'002800','2006','002800':'2006'
33.855_-84.404,131210099003002.00,'009900','3002','009900':'3002'
33.759_-84.336,130890206002004.00,'020600','2004','020600':'2004'
33.76_-84.337,130890206002004.00,'020600','2004','020600':'2004'
33.731_-84.434,131210061001005.00,'006100','1005','006100':'1005'
