Tract_block,quarter,HOMICIDE,PERSONAL,PROP
'000100':'1000',2008Q4,0,0,1
'000100':'1000',2009Q1,0,0,1
'000100':'1000',2009Q2,0,0,3
'000100':'1000',2009Q3,0,0,2
'000100':'1000',2009Q4,0,1,7
'000100':'1000',2010Q1,0,0,4
'000100':'1000',2010Q2,0,0,4
'000100':'1000',2010Q4,0,0,3
'000100':'1000',2011Q1,0,0,3
'000100':'1000',2011Q3,0,1,3
'000100':'1000',2011Q4,0,0,3
'000100':'1000',2012Q1,0,0,1
'000100':'1000',2012Q3,0,0,6
'000100':'1000',2012Q4,0,0,2
'000100':'1000',2013Q1,0,0,1
'000100':'1000',2013Q2,0,0,4
'000100':'1000',2013Q3,0,0,8
'000100':'1000',2013Q4,0,0,11
'000100':'1000',2014Q1,0,0,9
'000100':'1000',2014Q2,0,1,1
'000100':'1000',2014Q3,0,0,1
'000100':'1000',2014Q4,0,0,9
'000100':'1000',2015Q1,0,0,5
'000100':'1000',2015Q2,0,0,12
'000100':'1000',2015Q3,0,0,3
'000100':'1000',2015Q4,0,1,3
'000100':'1000',2016Q1,0,0,3
'000100':'1000',2016Q2,0,0,1
'000100':'1000',2016Q3,0,1,0
'000100':'1000',2016Q4,0,0,3
'000100':'1000',2017Q1,0,1,6
'000100':'1000',2017Q2,0,0,2
'000100':'1000',2017Q3,0,0,1
'000100':'1000',2017Q4,0,1,2
'000100':'1000',2018Q2,0,0,3
'000100':'1000',2018Q3,0,0,1
'000100':'1000',2018Q4,0,0,1
'000100':'1000',2019Q1,0,1,1
'000100':'1001',2009Q4,0,1,2
'000100':'1001',2010Q1,0,0,1
'000100':'1001',2010Q3,0,0,1
'000100':'1001',2013Q2,0,0,1
'000100':'1001',2013Q4,0,0,1
'000100':'1001',2014Q2,0,0,1
'000100':'1001',2015Q2,0,0,1
'000100':'1001',2015Q3,0,0,1
'000100':'1001',2016Q1,0,1,1
'000100':'1001',2016Q3,0,0,1
'000100':'1001',2016Q4,0,0,1
'000100':'1001',2017Q1,0,0,1
'000100':'1001',2017Q3,0,0,1
'000100':'1001',2018Q3,0,1,2
'000100':'1001',2018Q4,0,1,0
'000100':'1001',2019Q1,0,1,0
'000100':'1002',2009Q2,0,0,1
'000100':'1002',2012Q4,0,0,1
'000100':'1002',2013Q2,0,0,1
'000100':'1002',2013Q3,0,0,1
'000100':'1002',2016Q4,0,1,0
'000100':'1002',2017Q1,0,0,1
'000100':'1002',2018Q4,0,0,1
'000100':'1003',2014Q2,0,1,0
'000100':'1003',2016Q3,0,0,1
'000100':'1004',2010Q2,0,1,0
'000100':'1004',2012Q3,0,0,1
'000100':'1004',2014Q1,0,0,1
'000100':'1004',2014Q3,0,0,1
'000100':'1004',2014Q4,0,0,1
'000100':'1005',2009Q3,0,0,2
'000100':'1005',2011Q3,0,1,0
'000100':'1005',2013Q3,0,0,1
'000100':'1005',2013Q4,0,0,2
'000100':'1005',2014Q4,0,0,1
'000100':'1005',2016Q1,0,0,1
'000100':'1005',2016Q3,0,0,1
'000100':'1005',2016Q4,0,0,1
'000100':'1005',2017Q4,0,0,1
'000100':'1006',2009Q3,0,1,0
'000100':'1006',2011Q1,0,0,1
'000100':'1006',2011Q3,0,0,1
'000100':'1006',2012Q1,0,0,1
'000100':'1006',2013Q1,0,0,1
'000100':'1006',2016Q4,0,0,1
'000100':'1006',2017Q1,0,0,1
'000100':'1006',2017Q4,0,1,1
'000100':'1006',2018Q3,0,0,1
'000100':'1007',2011Q4,0,1,0
'000100':'1007',2012Q2,0,0,1
'000100':'1007',2012Q4,0,0,1
'000100':'1007',2013Q2,0,0,1
'000100':'1007',2014Q3,0,0,1
'000100':'1007',2014Q4,0,0,1
'000100':'1007',2016Q4,0,0,1
'000100':'1007',2017Q3,0,0,1
'000100':'1007',2018Q1,0,0,1
'000100':'1007',2018Q4,0,0,2
'000100':'1008',2009Q2,0,0,1
'000100':'1008',2009Q3,0,0,1
'000100':'1008',2010Q2,0,1,1
'000100':'1008',2011Q1,0,0,1
'000100':'1008',2011Q4,0,1,0
'000100':'1008',2012Q1,0,0,1
'000100':'1008',2012Q2,0,1,0
'000100':'1008',2012Q3,0,0,1
'000100':'1008',2012Q4,0,0,1
'000100':'1008',2013Q1,0,0,1
'000100':'1008',2013Q4,0,0,2
'000100':'1008',2014Q1,0,0,1
'000100':'1008',2017Q4,0,1,1
'000100':'1008',2018Q1,0,0,2
'000100':'1008',2018Q3,0,0,1
'000100':'1008',2018Q4,0,0,2
'000100':'1008',2019Q1,0,0,1
'000100':'1009',2010Q2,0,0,1
'000100':'1009',2010Q3,0,0,1
'000100':'1009',2011Q2,0,0,1
'000100':'1009',2012Q4,0,0,1
'000100':'1009',2013Q1,0,0,1
'000100':'1009',2014Q1,0,0,1
'000100':'1009',2017Q3,0,0,2
'000100':'1009',2017Q4,0,0,1
'000100':'1009',2018Q1,0,0,1
'000100':'1009',2018Q2,0,0,2
'000100':'1009',2018Q3,0,0,1
'000100':'1010',2016Q4,0,0,1
'000100':'1010',2017Q4,0,0,1
'000100':'1010',2018Q1,0,0,1
'000100':'1010',2018Q4,0,0,1
'000100':'1011',2010Q2,0,0,1
'000100':'1011',2012Q3,0,0,1
'000100':'1011',2018Q3,0,0,1
'000100':'1012',2009Q2,0,0,2
'000100':'1012',2009Q3,0,0,1
'000100':'1012',2009Q4,0,0,4
'000100':'1012',2010Q1,0,0,2
'000100':'1012',2010Q4,0,1,2
'000100':'1012',2011Q1,0,1,2
'000100':'1012',2012Q3,0,0,1
'000100':'1012',2012Q4,0,0,4
'000100':'1012',2013Q1,0,1,3
'000100':'1012',2013Q2,0,0,2
'000100':'1012',2013Q3,0,0,3
'000100':'1012',2013Q4,0,0,3
'000100':'1012',2014Q1,0,0,3
'000100':'1012',2014Q2,0,0,2
'000100':'1012',2014Q4,0,0,1
'000100':'1012',2015Q1,0,0,1
'000100':'1012',2015Q2,0,0,1
'000100':'1012',2015Q3,0,0,3
'000100':'1012',2016Q1,0,0,3
'000100':'1012',2017Q2,0,0,2
'000100':'1012',2017Q3,0,0,1
'000100':'1012',2017Q4,0,0,2
'000100':'1012',2018Q1,0,0,1
'000100':'1012',2018Q2,0,2,1
'000100':'1012',2018Q3,0,2,0
'000100':'1012',2018Q4,0,0,2
'000100':'1012',2019Q1,0,0,1
'000100':'2000',2010Q3,0,1,0
'000100':'2000',2011Q2,0,1,1
'000100':'2000',2013Q2,0,0,1
'000100':'2000',2013Q3,0,0,1
'000100':'2000',2015Q3,0,0,1
'000100':'2000',2017Q3,0,0,1
'000100':'2000',2018Q3,0,0,2
'000100':'2000',2019Q1,0,0,1
'000100':'2001',2008Q4,0,0,1
'000100':'2001',2009Q3,0,0,1
'000100':'2001',2009Q4,0,1,0
'000100':'2001',2010Q2,0,1,0
'000100':'2001',2011Q3,0,1,0
'000100':'2001',2013Q3,0,0,1
'000100':'2001',2013Q4,0,0,1
'000100':'2001',2014Q1,0,0,2
'000100':'2001',2014Q2,0,0,1
'000100':'2001',2014Q3,0,0,1
'000100':'2001',2015Q1,0,0,1
'000100':'2001',2015Q2,0,0,1
'000100':'2001',2016Q2,0,0,1
'000100':'2001',2017Q4,0,0,1
'000100':'2001',2018Q1,0,0,3
'000100':'2001',2018Q2,0,0,1
'000100':'2001',2018Q3,0,0,1
'000100':'2001',2018Q4,0,0,1
'000100':'2001',2019Q1,0,0,1
'000100':'2002',2009Q4,0,1,1
'000100':'2002',2012Q3,0,1,0
'000100':'2002',2013Q1,0,0,1
'000100':'2002',2013Q2,0,1,1
'000100':'2002',2013Q4,0,0,1
'000100':'2002',2014Q4,0,0,1
'000100':'2002',2015Q1,0,0,2
'000100':'2002',2015Q2,0,1,0
'000100':'2002',2015Q3,0,0,1
'000100':'2002',2015Q4,0,0,1
'000100':'2002',2016Q3,0,0,1
'000100':'2002',2017Q2,0,1,0
'000100':'2002',2017Q4,0,0,1
'000100':'2002',2018Q1,0,0,3
'000100':'2002',2018Q2,0,0,1
'000100':'2002',2018Q3,0,0,1
'000100':'2002',2018Q4,0,0,1
'000100':'2003',2009Q1,0,0,1
'000100':'2003',2009Q3,0,0,1
'000100':'2003',2009Q4,0,0,1
'000100':'2003',2010Q2,0,0,3
'000100':'2003',2012Q3,0,0,2
'000100':'2003',2012Q4,0,0,1
'000100':'2003',2013Q2,0,1,1
'000100':'2003',2013Q4,0,0,1
'000100':'2003',2014Q1,0,1,0
'000100':'2003',2015Q1,0,0,1
'000100':'2004',2009Q1,0,0,6
'000100':'2004',2009Q2,0,0,6
'000100':'2004',2009Q3,0,0,11
'000100':'2004',2009Q4,0,0,7
'000100':'2004',2010Q1,0,0,4
'000100':'2004',2010Q2,0,0,1
'000100':'2004',2011Q1,0,0,1
'000100':'2004',2011Q2,0,0,1
'000100':'2004',2011Q3,0,0,1
'000100':'2004',2011Q4,0,1,1
'000100':'2004',2012Q1,0,0,2
'000100':'2004',2012Q3,0,0,1
'000100':'2004',2012Q4,0,0,1
'000100':'2004',2013Q1,0,0,2
'000100':'2004',2013Q2,0,0,2
'000100':'2004',2013Q3,0,0,6
'000100':'2004',2013Q4,0,0,2
'000100':'2004',2014Q1,0,0,1
'000100':'2004',2014Q2,0,0,3
'000100':'2004',2014Q3,0,0,2
'000100':'2004',2014Q4,0,0,4
'000100':'2004',2015Q1,0,1,0
'000100':'2004',2015Q2,0,0,6
'000100':'2004',2015Q3,0,0,1
'000100':'2004',2015Q4,0,0,2
'000100':'2004',2016Q1,0,1,0
'000100':'2004',2016Q3,0,0,1
'000100':'2004',2016Q4,0,0,8
'000100':'2004',2017Q1,0,0,1
'000100':'2004',2017Q2,0,0,1
'000100':'2004',2017Q3,0,0,3
'000100':'2004',2017Q4,0,0,5
'000100':'2004',2018Q1,0,0,1
'000100':'2004',2018Q4,0,0,2
'000100':'2005',2009Q1,0,1,5
'000100':'2005',2009Q3,0,0,5
'000100':'2005',2009Q4,0,0,5
'000100':'2005',2010Q1,0,0,4
'000100':'2005',2010Q2,0,0,2
'000100':'2005',2011Q3,0,0,2
'000100':'2005',2012Q2,0,0,1
'000100':'2005',2013Q1,0,0,1
'000100':'2005',2013Q2,0,2,1
'000100':'2005',2013Q3,0,0,2
'000100':'2005',2013Q4,0,0,3
'000100':'2005',2014Q3,0,0,2
'000100':'2005',2014Q4,0,0,4
'000100':'2005',2015Q1,0,0,1
'000100':'2005',2015Q2,0,0,6
'000100':'2005',2015Q3,0,0,2
'000100':'2005',2015Q4,0,0,1
'000100':'2005',2016Q3,0,0,1
'000100':'2005',2016Q4,0,0,2
'000100':'2005',2017Q1,0,0,1
'000100':'2005',2017Q3,0,0,2
'000100':'2005',2017Q4,0,0,1
'000100':'2005',2018Q2,0,0,1
'000100':'2005',2018Q4,0,1,1
'000100':'2005',2019Q1,0,0,2
'000100':'2006',2009Q4,0,0,1
'000100':'2006',2011Q2,0,1,0
'000100':'2006',2011Q3,0,0,1
'000100':'2006',2013Q2,0,0,2
'000100':'2006',2014Q2,0,0,1
'000100':'2006',2019Q1,0,0,1
'000100':'2007',2009Q3,0,0,1
'000100':'2007',2010Q1,0,0,1
'000100':'2007',2010Q4,0,0,3
'000100':'2007',2011Q3,0,1,0
'000100':'2007',2013Q1,0,0,1
'000100':'2007',2013Q4,0,0,1
'000100':'2007',2015Q2,0,0,1
'000100':'2007',2015Q3,0,0,1
'000100':'2007',2015Q4,0,0,1
'000100':'2007',2016Q2,0,0,1
'000100':'2007',2018Q1,0,1,0
'000100':'2007',2018Q2,0,0,1
'000100':'2007',2018Q3,0,0,2
'000100':'2008',2014Q2,0,0,1
'000100':'2008',2018Q2,0,1,0
'000100':'2008',2018Q3,0,0,1
'000100':'2008',2019Q1,0,0,1
'000100':'2010',2009Q1,0,0,2
'000100':'2010',2009Q2,0,0,1
'000100':'2010',2009Q3,0,0,2
'000100':'2010',2009Q4,0,0,1
'000100':'2010',2010Q1,0,1,1
'000100':'2010',2010Q2,0,0,1
'000100':'2010',2010Q3,0,0,1
'000100':'2010',2011Q1,0,0,1
'000100':'2010',2012Q1,0,0,2
'000100':'2010',2012Q2,0,0,1
'000100':'2010',2012Q3,0,1,2
'000100':'2010',2012Q4,0,1,0
'000100':'2010',2013Q1,0,2,2
'000100':'2010',2013Q3,0,0,2
'000100':'2010',2013Q4,0,0,2
'000100':'2010',2014Q2,0,0,2
'000100':'2010',2014Q3,0,0,1
'000100':'2010',2015Q4,0,0,1
'000100':'2010',2016Q1,0,0,2
'000100':'2010',2016Q4,0,0,3
'000100':'2010',2017Q3,0,0,1
'000100':'2010',2018Q3,0,0,1
'000100':'3000',2009Q3,0,1,0
'000100':'3000',2009Q4,0,1,0
'000100':'3000',2010Q3,0,0,2
'000100':'3000',2010Q4,0,0,2
'000100':'3000',2012Q3,0,0,1
'000100':'3000',2012Q4,0,0,1
'000100':'3000',2013Q2,1,0,1
'000100':'3000',2016Q3,0,0,1
'000100':'3000',2017Q1,0,0,1
'000100':'3001',2009Q1,0,1,0
'000100':'3001',2009Q2,0,0,2
'000100':'3001',2011Q1,0,0,1
'000100':'3001',2013Q2,0,0,1
'000100':'3001',2016Q2,0,0,2
'000100':'3001',2017Q1,0,0,1
'000100':'3001',2018Q3,0,1,0
'000100':'3001',2018Q4,0,0,3
'000100':'3004',2017Q4,0,0,1
'000100':'3004',2018Q4,0,0,1
'000100':'3007',2009Q2,0,0,4
'000100':'3007',2009Q3,0,0,3
'000100':'3007',2009Q4,0,1,0
'000100':'3007',2010Q1,0,0,2
'000100':'3007',2010Q2,0,1,2
'000100':'3007',2010Q3,0,0,3
'000100':'3007',2010Q4,0,0,1
'000100':'3007',2011Q1,0,0,5
'000100':'3007',2011Q3,0,0,3
'000100':'3007',2011Q4,0,1,1
'000100':'3007',2012Q1,0,0,1
'000100':'3007',2012Q3,0,1,2
'000100':'3007',2012Q4,0,0,2
'000100':'3007',2013Q1,0,1,3
'000100':'3007',2013Q2,0,0,3
'000100':'3007',2013Q3,1,1,1
'000100':'3007',2013Q4,0,2,3
'000100':'3007',2014Q1,0,0,1
'000100':'3007',2014Q2,0,0,1
'000100':'3007',2014Q3,0,1,2
'000100':'3007',2014Q4,0,1,4
'000100':'3007',2015Q1,0,0,3
'000100':'3007',2015Q2,0,1,3
'000100':'3007',2015Q3,0,1,3
'000100':'3007',2015Q4,0,1,3
'000100':'3007',2016Q3,0,2,4
'000100':'3007',2016Q4,0,0,2
'000100':'3007',2017Q1,0,0,4
'000100':'3007',2017Q2,0,0,1
'000100':'3007',2017Q3,0,2,2
'000100':'3007',2017Q4,0,1,3
'000100':'3007',2018Q1,0,0,1
'000100':'3007',2018Q3,0,2,1
'000100':'3007',2018Q4,0,0,1
'000100':'3007',2019Q1,0,0,2
'000100':'3008',2009Q2,0,0,2
'000100':'3008',2009Q4,0,0,1
'000100':'3008',2010Q1,0,0,2
'000100':'3008',2010Q3,0,0,1
'000100':'3008',2010Q4,0,0,1
'000100':'3008',2011Q1,0,1,0
'000100':'3008',2011Q3,0,1,1
'000100':'3008',2012Q2,0,0,1
'000100':'3008',2012Q3,0,0,1
'000100':'3008',2013Q1,0,1,2
'000100':'3008',2013Q3,0,1,2
'000100':'3008',2014Q1,0,1,0
'000100':'3008',2014Q3,0,0,1
'000100':'3008',2015Q1,0,1,0
'000100':'3008',2015Q4,0,1,1
'000100':'3008',2016Q2,0,0,1
'000100':'3008',2016Q4,0,0,3
'000100':'3008',2017Q1,0,1,0
'000100':'3008',2017Q2,0,0,2
'000100':'3008',2017Q3,0,0,1
'000100':'3008',2017Q4,0,0,3
'000100':'3008',2018Q1,0,0,2
'000100':'3008',2018Q2,0,0,1
'000100':'3008',2018Q3,0,0,1
'000100':'3008',2018Q4,0,0,1
'000100':'3008',2019Q1,0,0,1
'000100':'3009',2007Q4,0,0,1
'000100':'3009',2009Q1,0,1,3
'000100':'3009',2009Q2,0,1,5
'000100':'3009',2009Q3,0,2,7
'000100':'3009',2009Q4,0,1,7
'000100':'3009',2010Q1,0,1,3
'000100':'3009',2010Q2,1,3,4
'000100':'3009',2010Q3,0,2,4
'000100':'3009',2010Q4,0,2,9
'000100':'3009',2011Q1,0,1,6
'000100':'3009',2011Q2,0,3,6
'000100':'3009',2011Q3,0,2,7
'000100':'3009',2011Q4,0,3,6
'000100':'3009',2012Q1,0,1,7
'000100':'3009',2012Q2,0,2,4
'000100':'3009',2012Q3,0,2,9
'000100':'3009',2012Q4,0,3,5
'000100':'3009',2013Q1,0,1,4
'000100':'3009',2013Q2,0,3,4
'000100':'3009',2013Q3,0,1,5
'000100':'3009',2013Q4,0,0,8
'000100':'3009',2014Q1,0,0,2
'000100':'3009',2014Q2,0,1,5
'000100':'3009',2014Q3,0,1,3
'000100':'3009',2014Q4,0,1,7
'000100':'3009',2015Q1,0,0,1
'000100':'3009',2015Q2,0,0,7
'000100':'3009',2015Q3,0,0,5
'000100':'3009',2015Q4,0,0,1
'000100':'3009',2016Q1,0,1,0
'000100':'3009',2016Q2,0,1,4
'000100':'3009',2016Q3,0,1,6
'000100':'3009',2016Q4,0,0,4
'000100':'3009',2017Q1,0,1,1
'000100':'3009',2017Q2,0,4,7
'000100':'3009',2017Q3,0,0,11
'000100':'3009',2017Q4,1,1,3
'000100':'3009',2018Q2,0,3,2
'000100':'3009',2018Q3,0,1,4
'000100':'3009',2019Q1,0,0,1
'000100':'3010',2009Q1,0,1,5
'000100':'3010',2009Q2,0,2,8
'000100':'3010',2009Q3,0,0,7
'000100':'3010',2009Q4,0,0,3
'000100':'3010',2010Q1,0,4,6
'000100':'3010',2010Q2,0,0,6
'000100':'3010',2010Q3,0,1,3
'000100':'3010',2010Q4,0,1,8
'000100':'3010',2011Q1,0,2,7
'000100':'3010',2011Q2,0,1,3
'000100':'3010',2011Q3,0,2,5
'000100':'3010',2011Q4,0,1,10
'000100':'3010',2012Q1,0,4,10
'000100':'3010',2012Q2,0,0,7
'000100':'3010',2012Q3,0,4,5
'000100':'3010',2012Q4,0,1,4
'000100':'3010',2013Q1,0,1,10
'000100':'3010',2013Q2,0,2,6
'000100':'3010',2013Q3,0,1,5
'000100':'3010',2013Q4,0,2,4
'000100':'3010',2014Q1,0,2,6
'000100':'3010',2014Q2,0,0,2
'000100':'3010',2014Q3,0,3,4
'000100':'3010',2014Q4,0,0,2
'000100':'3010',2015Q1,0,1,7
'000100':'3010',2015Q2,0,0,1
'000100':'3010',2015Q3,0,5,6
'000100':'3010',2015Q4,0,1,7
'000100':'3010',2016Q1,0,0,3
'000100':'3010',2016Q2,0,1,8
'000100':'3010',2016Q3,0,3,15
'000100':'3010',2016Q4,0,2,7
'000100':'3010',2017Q1,0,3,15
'000100':'3010',2017Q2,0,2,10
'000100':'3010',2017Q3,0,2,11
'000100':'3010',2017Q4,0,3,14
'000100':'3010',2018Q1,0,5,9
'000100':'3010',2018Q2,0,5,4
'000100':'3010',2018Q3,0,1,6
'000100':'3010',2018Q4,1,1,8
'000100':'3010',2019Q1,0,0,5
'000100':'3012',2009Q2,0,0,1
'000100':'3012',2009Q4,0,0,1
'000100':'3012',2010Q1,0,0,1
'000100':'3012',2010Q4,0,0,1
'000100':'3012',2011Q1,0,1,1
'000100':'3012',2011Q2,0,0,1
'000100':'3012',2012Q1,0,1,0
'000100':'3012',2012Q2,0,0,1
'000100':'3012',2013Q1,0,0,1
'000100':'3012',2013Q2,0,0,1
'000100':'3012',2013Q3,0,0,2
'000100':'3012',2014Q1,0,0,1
'000100':'3012',2015Q2,0,0,1
'000100':'3012',2016Q1,0,0,1
'000100':'3012',2016Q3,0,0,2
'000100':'3012',2019Q1,0,0,1
'000100':'3013',2008Q4,0,0,1
'000100':'3013',2009Q1,0,0,2
'000100':'3013',2009Q3,0,0,2
'000100':'3013',2010Q2,0,1,2
'000100':'3013',2010Q3,0,0,2
'000100':'3013',2010Q4,0,1,2
'000100':'3013',2011Q3,0,1,0
'000100':'3013',2012Q1,0,1,2
'000100':'3013',2012Q2,0,1,0
'000100':'3013',2012Q3,0,0,1
'000100':'3013',2012Q4,0,0,3
'000100':'3013',2013Q3,0,0,2
'000100':'3013',2014Q1,0,0,1
'000100':'3013',2014Q4,0,1,0
'000100':'3013',2015Q4,0,0,3
'000100':'3013',2016Q1,0,0,2
'000100':'3013',2016Q3,0,0,1
'000100':'3013',2017Q1,0,0,1
'000100':'3013',2017Q2,0,0,1
'000100':'3013',2018Q2,0,0,1
'000100':'3013',2018Q4,0,0,4
'000100':'3013',2019Q1,0,0,1
'000100':'3014',2011Q2,0,0,1
'000100':'3014',2012Q1,0,0,1
'000100':'3014',2015Q3,0,0,1
'000100':'3014',2016Q4,0,0,1
'000100':'3014',2017Q2,0,0,1
'000100':'3014',2018Q3,0,0,1
'000100':'3015',2009Q2,0,0,3
'000100':'3015',2009Q3,0,0,1
'000100':'3015',2011Q1,0,0,2
'000100':'3015',2012Q2,0,0,1
'000100':'3015',2012Q3,0,0,1
'000100':'3015',2013Q2,0,1,0
'000100':'3015',2015Q3,0,0,1
'000100':'3015',2016Q3,0,0,1
'000100':'3015',2018Q4,0,1,1
'000100':'3016',2009Q1,0,0,1
'000100':'3016',2009Q3,0,0,2
'000100':'3016',2010Q3,0,0,2
'000100':'3016',2011Q3,0,1,2
'000100':'3016',2012Q1,0,0,1
'000100':'3016',2012Q3,0,0,1
'000100':'3016',2012Q4,0,0,1
'000100':'3016',2013Q1,0,0,1
'000100':'3016',2013Q3,0,0,2
'000100':'3016',2014Q1,0,0,2
'000100':'3016',2014Q4,0,0,2
'000100':'3016',2015Q4,0,0,1
'000100':'3016',2016Q3,0,0,2
'000100':'3016',2016Q4,0,0,1
'000100':'3016',2017Q1,0,0,2
'000100':'3016',2017Q2,0,0,1
'000100':'3016',2017Q3,0,0,1
'000100':'3016',2018Q3,0,0,1
'000100':'3016',2018Q4,0,0,1
'000100':'3020',2013Q4,0,0,1
'000100':'3020',2015Q1,0,0,1
'000100':'3020',2018Q3,0,1,0
'000100':'3021',2009Q3,0,0,1
'000100':'3021',2010Q3,0,0,1
'000100':'3021',2011Q1,0,0,1
'000100':'3021',2012Q2,0,0,1
'000100':'3021',2013Q1,0,0,1
'000100':'3021',2013Q2,0,0,1
'000100':'3021',2013Q4,0,0,1
'000100':'3021',2014Q1,0,0,1
'000100':'3021',2014Q4,0,0,1
'000100':'3021',2015Q3,0,0,1
'000100':'3021',2017Q3,0,0,1
'000100':'3021',2018Q4,0,1,0
'000100':'3023',2010Q3,0,0,1
'000100':'3023',2010Q4,0,0,1
'000100':'3023',2011Q4,0,0,2
'000100':'3023',2012Q4,0,0,1
'000100':'3023',2013Q2,0,0,1
'000100':'3023',2013Q4,0,0,1
'000100':'3023',2014Q2,0,0,1
'000100':'3023',2014Q4,0,0,1
'000100':'3023',2015Q1,0,0,2
'000100':'3023',2015Q2,0,0,1
'000100':'3023',2015Q4,0,0,2
'000100':'3023',2016Q2,0,0,1
'000100':'3023',2016Q4,0,0,1
'000100':'3023',2017Q3,0,0,1
'000100':'3023',2017Q4,0,0,1
'000100':'3023',2018Q1,0,0,1
'000100':'3023',2018Q2,0,0,2
'000100':'3023',2019Q1,0,0,1
'000100':'3024',2009Q2,0,0,1
'000100':'3024',2009Q3,0,0,1
'000100':'3024',2010Q4,0,1,1
'000100':'3024',2013Q2,0,0,2
'000100':'3024',2014Q4,0,0,1
'000100':'3024',2015Q4,0,0,1
'000100':'3024',2016Q4,0,0,1
'000100':'3024',2018Q2,0,0,1
'000100':'3025',2014Q1,0,0,1
'000100':'3025',2014Q4,0,0,2
'000100':'3025',2015Q4,0,0,1
'000100':'3025',2016Q1,0,0,1
'000100':'3025',2016Q3,0,0,1
'000100':'3025',2017Q1,0,0,1
'000100':'3025',2018Q1,0,0,1
'000100':'3025',2018Q2,0,0,2
'000100':'3026',2009Q2,0,1,1
'000100':'3026',2009Q3,0,0,1
'000100':'3026',2012Q2,0,0,1
'000100':'3026',2016Q1,0,0,1
'000100':'3026',2016Q2,0,0,1
'000100':'3027',2009Q1,0,1,0
'000100':'3027',2009Q2,0,0,1
'000100':'3027',2011Q2,0,0,1
'000100':'3027',2011Q3,0,0,1
'000100':'3027',2012Q1,0,0,1
'000100':'3027',2012Q4,0,0,1
'000100':'3027',2013Q4,0,0,1
'000100':'3027',2015Q1,0,0,1
'000100':'3027',2015Q2,0,0,1
'000100':'3027',2015Q3,0,0,1
'000100':'3027',2016Q3,0,1,1
'000100':'3027',2016Q4,0,0,1
'000100':'3027',2017Q1,0,1,1
'000100':'3027',2017Q2,0,0,1
'000100':'3027',2018Q1,0,0,2
'000100':'3027',2018Q2,0,0,1
'000100':'3027',2018Q3,0,0,2
'000100':'3027',2018Q4,0,0,2
'000100':'3027',2019Q1,0,0,1
'000100':'3029',2009Q2,0,0,1
'000100':'3029',2011Q3,0,0,1
'000100':'3029',2012Q3,0,0,1
'000100':'3029',2013Q3,0,0,1
'000100':'3029',2016Q1,0,0,1
'000100':'3029',2017Q1,0,0,1
'000100':'3031',2014Q4,0,0,1
'000100':'3031',2017Q4,0,1,0
'000100':'3031',2018Q3,0,0,1
'000100':'3032',2009Q2,0,0,1
'000100':'3032',2014Q4,0,0,1
'000100':'3032',2015Q4,0,0,1
'000100':'3033',2012Q2,0,0,2
'000100':'3033',2012Q4,0,0,1
'000100':'3033',2013Q2,0,1,0
'000100':'3033',2018Q2,0,0,1
'000100':'3033',2018Q3,0,0,1
'000100':'4001',2010Q2,0,0,1
'000100':'4001',2011Q4,0,0,1
'000100':'4001',2015Q2,0,0,1
'000100':'4002',2009Q1,0,0,1
'000100':'4002',2011Q3,0,1,0
'000100':'4002',2013Q1,0,0,1
'000100':'4002',2013Q2,0,0,1
'000100':'4002',2014Q1,0,1,0
'000100':'4002',2017Q1,0,0,1
'000100':'4003',2010Q2,0,1,0
'000100':'4003',2010Q4,0,0,2
'000100':'4003',2014Q4,0,0,1
'000100':'4004',2008Q4,0,0,1
'000100':'4004',2009Q2,0,0,1
'000100':'4004',2011Q3,0,0,1
'000100':'4004',2011Q4,0,0,2
'000100':'4004',2012Q1,0,0,1
'000100':'4004',2012Q3,0,0,1
'000100':'4004',2012Q4,0,0,2
'000100':'4004',2013Q1,0,0,1
'000100':'4004',2013Q3,0,0,1
'000100':'4004',2013Q4,0,0,1
'000100':'4004',2014Q4,0,0,1
'000100':'4004',2015Q4,0,0,2
'000100':'4004',2016Q1,0,0,1
'000100':'4004',2017Q2,0,0,1
'000100':'4004',2018Q2,0,0,2
'000100':'4004',2018Q4,0,0,1
'000100':'4005',2009Q1,0,0,1
'000100':'4005',2009Q3,0,0,1
'000100':'4005',2010Q1,0,0,1
'000100':'4005',2011Q1,0,0,1
'000100':'4005',2011Q4,0,1,0
'000100':'4005',2012Q3,0,0,1
'000100':'4005',2013Q1,0,1,0
'000100':'4005',2016Q2,0,0,1
'000100':'4005',2016Q3,0,0,1
'000100':'4005',2017Q3,0,0,1
'000100':'4005',2018Q2,0,1,0
'000100':'4006',2010Q4,0,0,1
'000100':'4006',2012Q2,0,0,1
'000100':'4006',2013Q3,0,0,1
'000100':'4006',2013Q4,0,0,1
'000100':'4006',2014Q2,0,1,0
'000100':'4006',2015Q2,0,0,1
'000100':'4006',2016Q2,0,0,1
'000100':'4006',2017Q1,0,0,2
'000100':'4006',2017Q2,0,0,1
'000100':'4006',2018Q1,0,1,0
'000100':'4006',2018Q2,0,0,1
'000100':'4008',2009Q1,0,0,2
'000100':'4008',2009Q2,0,1,0
'000100':'4008',2009Q3,0,0,2
'000100':'4008',2011Q1,0,0,1
'000100':'4008',2011Q2,0,0,1
'000100':'4008',2012Q2,0,0,1
'000100':'4008',2013Q1,0,0,1
'000100':'4008',2013Q2,0,0,2
'000100':'4008',2013Q3,0,0,3
