Tract_block,quarter,HOMICIDE,PERSONAL,PROP
'001202':'1006',2017Q1,0,0,5
'001202':'1006',2017Q2,0,1,12
'001202':'1006',2017Q3,0,2,22
'001202':'1006',2017Q4,0,1,10
'001202':'1006',2018Q1,0,0,8
'001202':'1006',2018Q2,0,0,10
'001202':'1006',2018Q3,0,0,11
'001202':'1006',2018Q4,0,0,12
'001202':'1006',2019Q1,0,0,7
'001202':'1007',2017Q3,0,0,1
'001202':'1007',2018Q2,0,0,3
'001202':'1007',2018Q3,0,0,5
'001202':'1007',2019Q1,0,0,1
'001202':'1008',2009Q2,0,1,2
'001202':'1008',2009Q4,0,1,2
'001202':'1008',2010Q3,0,2,1
'001202':'1008',2011Q1,0,1,0
'001202':'1008',2011Q4,0,0,3
'001202':'1008',2012Q1,0,1,0
'001202':'1008',2012Q3,0,1,0
'001202':'1008',2013Q3,0,1,0
'001202':'1008',2013Q4,0,0,1
'001202':'1008',2014Q3,0,0,3
'001202':'1008',2015Q1,0,0,2
'001202':'1008',2015Q2,0,0,1
'001202':'1008',2016Q2,0,0,1
'001202':'1008',2016Q4,0,1,1
'001202':'1008',2017Q1,0,0,1
'001202':'1008',2017Q4,0,0,1
'001202':'1008',2018Q1,0,0,1
'001202':'1008',2018Q2,0,0,1
'001202':'1009',2009Q1,0,0,4
'001202':'1009',2009Q2,0,1,3
'001202':'1009',2009Q3,0,1,2
'001202':'1009',2009Q4,0,0,6
'001202':'1009',2010Q1,0,1,1
'001202':'1009',2010Q2,0,0,6
'001202':'1009',2010Q3,0,0,8
'001202':'1009',2010Q4,0,1,4
'001202':'1009',2011Q1,0,1,0
'001202':'1009',2011Q2,0,0,1
'001202':'1009',2011Q3,0,0,4
'001202':'1009',2011Q4,0,0,4
'001202':'1009',2012Q1,0,1,5
'001202':'1009',2012Q2,0,2,2
'001202':'1009',2012Q4,0,1,0
'001202':'1009',2013Q1,0,1,3
'001202':'1009',2013Q2,0,0,2
'001202':'1009',2013Q3,0,1,0
'001202':'1009',2013Q4,0,1,7
'001202':'1009',2014Q1,0,0,2
'001202':'1009',2014Q2,0,0,4
'001202':'1009',2014Q3,0,2,4
'001202':'1009',2014Q4,0,2,0
'001202':'1009',2015Q1,0,1,3
'001202':'1009',2015Q2,0,0,8
'001202':'1009',2015Q3,0,1,7
'001202':'1009',2015Q4,0,3,3
'001202':'1009',2016Q1,0,2,2
'001202':'1009',2016Q2,0,1,2
'001202':'1009',2016Q3,0,0,4
'001202':'1009',2016Q4,0,1,2
'001202':'1009',2017Q1,0,1,6
'001202':'1009',2017Q2,0,0,6
'001202':'1009',2017Q3,0,3,6
'001202':'1009',2017Q4,0,0,4
'001202':'1009',2018Q1,0,1,4
'001202':'1009',2018Q2,0,0,11
'001202':'1009',2018Q3,0,3,8
'001202':'1009',2018Q4,0,1,8
'001202':'1010',2008Q2,0,1,0
'001202':'1010',2009Q1,0,1,4
'001202':'1010',2009Q2,0,3,4
'001202':'1010',2009Q3,0,1,4
'001202':'1010',2009Q4,0,0,5
'001202':'1010',2010Q1,0,2,3
'001202':'1010',2010Q2,0,1,4
'001202':'1010',2010Q3,0,3,3
'001202':'1010',2010Q4,0,0,1
'001202':'1010',2011Q1,0,2,3
'001202':'1010',2011Q2,0,1,3
'001202':'1010',2011Q3,0,2,4
'001202':'1010',2011Q4,0,0,4
'001202':'1010',2012Q1,0,0,4
'001202':'1010',2012Q3,0,1,14
'001202':'1010',2012Q4,0,2,4
'001202':'1010',2013Q1,0,3,5
'001202':'1010',2013Q2,0,3,8
'001202':'1010',2013Q3,0,2,9
'001202':'1010',2013Q4,0,0,3
'001202':'1010',2014Q1,0,1,4
'001202':'1010',2014Q2,0,1,6
'001202':'1010',2014Q3,0,2,9
'001202':'1010',2014Q4,0,1,3
'001202':'1010',2015Q1,0,1,4
'001202':'1010',2015Q2,0,2,6
'001202':'1010',2015Q3,0,3,6
'001202':'1010',2015Q4,0,0,11
'001202':'1010',2016Q1,0,3,5
'001202':'1010',2016Q2,0,0,3
'001202':'1010',2016Q3,0,0,2
'001202':'1010',2016Q4,0,1,5
'001202':'1010',2017Q1,0,2,3
'001202':'1010',2017Q2,0,2,3
'001202':'1010',2017Q3,0,0,5
'001202':'1010',2017Q4,0,1,4
'001202':'1010',2018Q1,0,0,5
'001202':'1010',2018Q2,0,1,8
'001202':'1010',2018Q3,0,0,2
'001202':'1010',2018Q4,0,0,3
'001202':'1010',2019Q1,0,1,2
'001202':'1011',2009Q2,0,0,3
'001202':'1011',2009Q4,0,0,4
'001202':'1011',2010Q2,1,0,0
'001202':'1011',2010Q3,0,0,1
'001202':'1011',2011Q1,0,0,1
'001202':'1011',2011Q2,0,1,2
'001202':'1011',2011Q4,0,0,2
'001202':'1011',2012Q1,0,1,2
'001202':'1011',2012Q2,0,0,1
'001202':'1011',2012Q3,0,0,2
'001202':'1011',2012Q4,0,0,1
'001202':'1011',2013Q1,0,0,2
'001202':'1011',2013Q2,0,0,1
'001202':'1011',2014Q1,0,0,1
'001202':'1011',2014Q2,0,2,2
'001202':'1011',2014Q4,0,0,1
'001202':'1011',2015Q1,0,0,2
'001202':'1011',2015Q2,0,0,1
'001202':'1011',2015Q3,0,0,1
'001202':'1011',2015Q4,0,0,1
'001202':'1011',2016Q2,0,0,1
'001202':'1011',2016Q3,0,0,2
'001202':'1011',2017Q1,0,0,1
'001202':'1011',2017Q2,0,0,1
'001202':'1011',2017Q3,0,1,0
'001202':'1011',2017Q4,0,1,1
'001202':'1011',2018Q1,0,0,1
'001202':'1011',2018Q2,0,0,1
'001202':'1011',2018Q3,0,0,1
'001202':'1012',2009Q1,0,0,1
'001202':'1012',2009Q3,0,0,2
'001202':'1012',2009Q4,0,0,5
'001202':'1012',2011Q4,0,0,1
'001202':'1012',2012Q3,0,0,2
'001202':'1012',2012Q4,0,0,1
'001202':'1012',2014Q2,0,0,2
'001202':'1012',2014Q4,0,1,0
'001202':'1012',2015Q1,0,0,1
'001202':'1012',2015Q2,0,0,1
'001202':'1012',2015Q3,0,0,2
'001202':'1012',2016Q3,0,1,0
'001202':'1012',2016Q4,0,0,2
'001202':'1012',2017Q1,0,0,1
'001202':'1012',2017Q2,0,0,3
'001202':'1012',2017Q3,0,0,3
'001202':'1012',2017Q4,0,0,1
'001202':'1012',2018Q1,0,1,2
'001202':'1012',2018Q2,0,0,6
'001202':'1012',2018Q3,0,1,5
'001202':'1012',2018Q4,0,0,2
'001202':'1013',2009Q1,0,1,1
'001202':'1013',2009Q2,0,0,2
'001202':'1013',2009Q3,0,0,2
'001202':'1013',2009Q4,0,0,4
'001202':'1013',2010Q1,0,0,1
'001202':'1013',2010Q3,0,1,1
'001202':'1013',2011Q1,0,1,0
'001202':'1013',2011Q3,0,0,1
'001202':'1013',2011Q4,0,0,1
'001202':'1013',2012Q2,0,0,1
'001202':'1013',2012Q3,0,1,1
'001202':'1013',2012Q4,0,0,2
'001202':'1013',2013Q4,0,0,2
'001202':'1013',2014Q2,0,0,1
'001202':'1013',2014Q4,0,1,0
'001202':'1013',2015Q2,0,0,1
'001202':'1013',2015Q3,0,0,2
'001202':'1013',2016Q1,0,1,1
'001202':'1013',2016Q3,0,0,1
'001202':'1013',2017Q3,0,0,2
'001202':'1013',2017Q4,0,1,5
'001202':'1013',2018Q1,0,2,2
'001202':'1013',2018Q2,0,0,4
'001202':'1013',2018Q3,0,4,2
'001202':'1013',2018Q4,0,0,2
'001202':'1013',2019Q1,0,0,1
'001202':'1014',2008Q4,0,0,1
'001202':'1014',2009Q1,0,1,0
'001202':'1014',2009Q2,0,2,2
'001202':'1014',2009Q3,0,1,6
'001202':'1014',2009Q4,0,3,3
'001202':'1014',2010Q1,0,0,2
'001202':'1014',2010Q2,0,1,1
'001202':'1014',2010Q3,0,2,1
'001202':'1014',2010Q4,0,0,2
'001202':'1014',2011Q1,0,0,5
'001202':'1014',2011Q2,0,0,1
'001202':'1014',2011Q3,0,0,1
'001202':'1014',2011Q4,0,0,2
'001202':'1014',2012Q1,0,1,1
'001202':'1014',2012Q2,0,0,3
'001202':'1014',2012Q3,0,1,1
'001202':'1014',2012Q4,0,0,1
'001202':'1014',2013Q1,0,0,3
'001202':'1014',2013Q2,0,1,3
'001202':'1014',2013Q3,0,0,4
'001202':'1014',2013Q4,0,0,2
'001202':'1014',2014Q1,0,1,1
'001202':'1014',2014Q2,0,0,2
'001202':'1014',2014Q3,0,0,1
'001202':'1014',2014Q4,0,0,4
'001202':'1014',2015Q1,0,0,2
'001202':'1014',2015Q2,0,0,1
'001202':'1014',2015Q3,0,2,0
'001202':'1014',2015Q4,0,0,2
'001202':'1014',2016Q1,0,0,3
'001202':'1014',2016Q3,0,1,4
'001202':'1014',2016Q4,0,2,0
'001202':'1014',2017Q1,0,1,1
'001202':'1014',2017Q2,0,2,1
'001202':'1014',2017Q3,0,0,3
'001202':'1014',2017Q4,0,2,3
'001202':'1014',2018Q2,0,0,3
'001202':'1014',2018Q3,0,0,1
'001202':'1014',2019Q1,0,2,0
'001202':'1015',2009Q1,0,1,1
'001202':'1015',2009Q3,0,0,1
'001202':'1015',2009Q4,0,0,4
'001202':'1015',2010Q1,0,0,1
'001202':'1015',2010Q2,0,0,1
'001202':'1015',2011Q3,0,0,1
'001202':'1015',2011Q4,0,0,1
'001202':'1015',2012Q3,0,2,2
'001202':'1015',2013Q1,0,1,0
'001202':'1015',2013Q3,0,0,1
'001202':'1015',2014Q1,0,0,1
'001202':'1015',2014Q3,0,0,1
'001202':'1015',2015Q3,0,0,1
'001202':'1015',2015Q4,0,0,1
'001202':'1015',2016Q2,0,0,2
'001202':'1015',2016Q4,0,1,0
'001202':'1015',2017Q3,0,1,0
'001202':'1015',2018Q3,0,1,0
'001202':'1015',2019Q1,0,1,0
'001202':'1016',2009Q1,0,0,1
'001202':'1016',2009Q2,0,2,2
'001202':'1016',2009Q3,0,0,4
'001202':'1016',2009Q4,0,0,3
'001202':'1016',2010Q1,0,0,1
'001202':'1016',2010Q3,0,1,2
'001202':'1016',2010Q4,0,2,1
'001202':'1016',2011Q1,0,1,1
'001202':'1016',2011Q2,0,0,2
'001202':'1016',2011Q4,0,0,1
'001202':'1016',2012Q1,0,0,2
'001202':'1016',2012Q2,0,1,0
'001202':'1016',2012Q3,0,0,2
'001202':'1016',2013Q1,0,0,1
'001202':'1016',2013Q2,0,2,2
'001202':'1016',2013Q3,0,0,2
'001202':'1016',2013Q4,0,0,4
'001202':'1016',2014Q1,0,0,5
'001202':'1016',2014Q2,0,0,5
'001202':'1016',2014Q3,0,1,3
'001202':'1016',2014Q4,0,0,6
'001202':'1016',2015Q1,0,1,2
'001202':'1016',2015Q2,0,1,2
'001202':'1016',2015Q3,0,1,3
'001202':'1016',2015Q4,0,0,2
'001202':'1016',2016Q1,0,0,1
'001202':'1016',2016Q2,0,0,1
'001202':'1016',2016Q3,0,0,1
'001202':'1016',2016Q4,0,0,1
'001202':'1016',2017Q2,0,1,3
'001202':'1016',2017Q3,0,0,4
'001202':'1016',2018Q1,0,1,1
'001202':'1016',2018Q2,0,0,1
'001202':'1016',2018Q3,0,0,3
'001202':'1016',2018Q4,0,2,1
'001202':'1016',2019Q1,0,1,1
'001202':'1017',2009Q1,0,0,3
'001202':'1017',2009Q2,0,1,5
'001202':'1017',2009Q3,0,1,4
'001202':'1017',2009Q4,0,5,8
'001202':'1017',2010Q1,0,1,6
'001202':'1017',2010Q2,0,0,3
'001202':'1017',2010Q3,0,0,11
'001202':'1017',2010Q4,0,2,3
'001202':'1017',2011Q1,0,1,5
'001202':'1017',2011Q2,0,1,3
'001202':'1017',2011Q3,0,3,3
'001202':'1017',2011Q4,0,1,12
'001202':'1017',2012Q1,0,0,4
'001202':'1017',2012Q2,0,0,6
'001202':'1017',2012Q3,0,2,4
'001202':'1017',2012Q4,0,1,4
'001202':'1017',2013Q1,0,1,5
'001202':'1017',2013Q2,0,0,15
'001202':'1017',2013Q3,0,0,15
'001202':'1017',2013Q4,0,2,6
'001202':'1017',2014Q1,0,0,6
'001202':'1017',2014Q2,0,1,7
'001202':'1017',2014Q3,0,1,4
'001202':'1017',2014Q4,0,2,4
'001202':'1017',2015Q1,0,1,5
'001202':'1017',2015Q2,0,2,4
'001202':'1017',2015Q3,0,1,4
'001202':'1017',2015Q4,0,0,9
'001202':'1017',2016Q1,0,0,2
'001202':'1017',2016Q2,0,0,2
'001202':'1017',2016Q3,0,1,5
'001202':'1017',2016Q4,0,0,2
'001202':'1017',2017Q1,0,0,2
'001202':'1017',2017Q2,0,0,4
'001202':'1017',2017Q3,0,1,7
'001202':'1017',2017Q4,0,0,5
'001202':'1017',2018Q1,0,1,3
'001202':'1017',2018Q2,0,0,4
'001202':'1017',2018Q3,0,2,7
'001202':'1017',2018Q4,0,0,5
'001202':'1017',2019Q1,0,1,1
'001202':'1018',2009Q1,0,0,3
'001202':'1018',2009Q2,0,0,6
'001202':'1018',2009Q3,0,1,8
'001202':'1018',2009Q4,0,0,9
'001202':'1018',2010Q1,0,1,5
'001202':'1018',2010Q2,0,1,5
'001202':'1018',2010Q3,0,1,5
'001202':'1018',2010Q4,0,0,16
'001202':'1018',2011Q1,0,1,3
'001202':'1018',2011Q2,0,2,6
'001202':'1018',2011Q3,0,0,4
'001202':'1018',2011Q4,0,0,6
'001202':'1018',2012Q1,0,2,7
'001202':'1018',2012Q2,0,1,8
'001202':'1018',2012Q3,0,2,6
'001202':'1018',2012Q4,0,2,7
'001202':'1018',2013Q1,0,2,4
'001202':'1018',2013Q2,0,1,12
'001202':'1018',2013Q3,0,1,2
'001202':'1018',2013Q4,0,0,9
'001202':'1018',2014Q1,0,0,9
'001202':'1018',2014Q2,0,2,15
'001202':'1018',2014Q3,0,2,15
'001202':'1018',2014Q4,0,0,17
'001202':'1018',2015Q1,0,1,7
'001202':'1018',2015Q2,0,0,6
'001202':'1018',2015Q3,0,0,7
'001202':'1018',2015Q4,0,0,5
'001202':'1018',2016Q1,0,0,4
'001202':'1018',2016Q2,0,1,6
'001202':'1018',2016Q3,0,1,9
'001202':'1018',2016Q4,0,0,9
'001202':'1018',2017Q1,0,1,5
'001202':'1018',2017Q2,0,3,8
'001202':'1018',2017Q3,0,0,6
'001202':'1018',2017Q4,0,1,6
'001202':'1018',2018Q1,0,0,5
'001202':'1018',2018Q2,0,1,12
'001202':'1018',2018Q3,0,1,12
'001202':'1018',2018Q4,0,4,8
'001202':'1018',2019Q1,0,2,4
'001202':'1019',2009Q1,0,0,1
'001202':'1019',2009Q2,0,0,2
'001202':'1019',2009Q3,0,2,1
'001202':'1019',2009Q4,0,0,1
'001202':'1019',2010Q1,0,0,3
'001202':'1019',2010Q2,0,1,4
'001202':'1019',2010Q3,0,0,2
'001202':'1019',2010Q4,0,0,1
'001202':'1019',2011Q1,0,0,4
'001202':'1019',2011Q2,0,0,3
'001202':'1019',2011Q3,0,0,2
'001202':'1019',2011Q4,0,0,3
'001202':'1019',2012Q1,0,0,2
'001202':'1019',2012Q2,0,0,3
'001202':'1019',2012Q3,0,0,3
'001202':'1019',2012Q4,0,0,5
'001202':'1019',2013Q1,0,0,2
'001202':'1019',2013Q2,0,0,4
'001202':'1019',2013Q3,0,1,2
'001202':'1019',2013Q4,0,0,5
'001202':'1019',2014Q1,0,0,2
'001202':'1019',2014Q2,0,0,7
'001202':'1019',2014Q3,0,1,3
'001202':'1019',2014Q4,0,2,11
'001202':'1019',2015Q1,0,0,2
'001202':'1019',2015Q2,0,1,5
'001202':'1019',2015Q3,0,0,2
'001202':'1019',2015Q4,0,1,2
'001202':'1019',2016Q1,0,0,1
'001202':'1019',2016Q2,0,0,4
'001202':'1019',2016Q3,0,0,4
'001202':'1019',2016Q4,0,0,2
'001202':'1019',2017Q1,0,0,3
'001202':'1019',2017Q2,0,0,3
'001202':'1019',2017Q3,0,0,8
'001202':'1019',2017Q4,0,0,3
'001202':'1019',2018Q1,0,0,1
'001202':'1019',2018Q2,0,0,3
'001202':'1019',2018Q3,0,1,1
'001202':'1019',2018Q4,0,0,1
'001202':'1020',2011Q3,0,0,1
'001202':'1020',2012Q1,0,1,0
'001202':'1020',2013Q3,0,0,2
'001202':'1020',2014Q2,0,0,1
'001202':'1020',2014Q4,0,0,2
'001202':'1020',2016Q4,0,0,2
'001202':'1020',2017Q1,0,0,1
'001202':'1021',2008Q4,0,0,1
'001202':'1021',2009Q1,0,1,5
'001202':'1021',2009Q2,0,0,1
'001202':'1021',2009Q3,0,1,6
'001202':'1021',2009Q4,0,0,3
'001202':'1021',2010Q1,0,0,3
'001202':'1021',2010Q2,0,0,4
'001202':'1021',2010Q3,0,1,0
'001202':'1021',2010Q4,0,1,3
'001202':'1021',2011Q1,0,1,5
'001202':'1021',2011Q2,0,0,8
'001202':'1021',2011Q3,0,0,8
'001202':'1021',2011Q4,0,0,5
'001202':'1021',2012Q1,0,0,4
'001202':'1021',2012Q2,0,1,2
'001202':'1021',2012Q3,0,0,1
'001202':'1021',2012Q4,0,0,1
'001202':'1021',2013Q2,0,0,1
'001202':'1021',2013Q3,0,0,1
'001202':'1021',2013Q4,0,0,4
'001202':'1021',2014Q2,0,0,2
'001202':'1021',2014Q3,0,0,6
'001202':'1021',2014Q4,0,0,4
'001202':'1021',2015Q1,0,0,7
'001202':'1021',2015Q2,0,0,4
'001202':'1021',2015Q3,0,0,9
'001202':'1021',2015Q4,0,0,2
'001202':'1021',2016Q1,0,0,1
'001202':'1021',2016Q3,0,0,1
'001202':'1021',2016Q4,0,1,3
'001202':'1021',2017Q1,0,0,2
'001202':'1021',2017Q2,0,1,3
'001202':'1021',2017Q3,0,0,5
'001202':'1021',2017Q4,0,0,3
'001202':'1021',2018Q1,0,0,6
'001202':'1021',2018Q2,0,0,7
'001202':'1021',2019Q1,0,0,1
'001202':'1022',2009Q1,0,0,1
'001202':'1022',2009Q2,0,0,1
'001202':'1022',2009Q3,0,0,1
'001202':'1022',2009Q4,0,0,1
'001202':'1022',2010Q3,0,1,0
'001202':'1022',2010Q4,0,0,1
'001202':'1022',2011Q1,0,0,1
'001202':'1022',2011Q2,0,0,2
'001202':'1022',2011Q3,0,1,2
'001202':'1022',2011Q4,0,2,1
'001202':'1022',2012Q1,0,1,0
'001202':'1022',2012Q3,0,1,3
'001202':'1022',2013Q2,0,0,2
'001202':'1022',2013Q3,0,0,1
'001202':'1022',2013Q4,0,0,2
'001202':'1022',2014Q3,0,0,2
'001202':'1022',2014Q4,0,1,1
'001202':'1022',2015Q1,0,0,2
'001202':'1022',2015Q2,0,0,1
'001202':'1022',2015Q4,0,0,1
'001202':'1022',2016Q2,0,0,5
'001202':'1022',2016Q3,0,1,0
'001202':'1022',2016Q4,0,0,2
'001202':'1022',2017Q1,0,0,1
'001202':'1022',2017Q4,0,0,1
'001202':'1022',2018Q3,0,0,2
'001202':'1024',2009Q1,0,0,2
'001202':'1024',2009Q2,0,1,3
'001202':'1024',2009Q3,0,0,3
'001202':'1024',2009Q4,0,0,2
'001202':'1024',2010Q1,0,1,0
'001202':'1024',2010Q2,0,0,3
'001202':'1024',2010Q3,0,0,1
'001202':'1024',2010Q4,0,0,4
'001202':'1024',2011Q1,0,0,2
'001202':'1024',2011Q2,0,0,4
'001202':'1024',2011Q4,0,0,5
'001202':'1024',2012Q1,0,1,1
'001202':'1024',2012Q2,0,0,6
'001202':'1024',2012Q3,0,1,1
'001202':'1024',2012Q4,0,0,2
'001202':'1024',2013Q1,0,0,2
'001202':'1024',2013Q2,0,0,5
'001202':'1024',2013Q3,0,1,1
'001202':'1024',2013Q4,0,1,6
'001202':'1024',2014Q1,0,0,10
'001202':'1024',2014Q2,0,1,12
'001202':'1024',2014Q3,0,1,4
'001202':'1024',2014Q4,0,0,7
'001202':'1024',2015Q2,0,0,1
'001202':'1024',2015Q3,0,1,2
'001202':'1024',2015Q4,0,1,2
'001202':'1024',2016Q1,0,1,5
'001202':'1024',2016Q2,0,0,1
'001202':'1024',2016Q3,0,1,1
'001202':'1024',2016Q4,0,2,3
'001202':'1024',2017Q1,0,0,2
'001202':'1024',2017Q2,0,0,2
'001202':'1024',2017Q3,0,0,2
'001202':'1024',2017Q4,0,0,3
'001202':'1024',2018Q1,0,1,1
'001202':'1024',2018Q2,0,1,4
'001202':'1024',2018Q3,0,0,2
'001202':'1024',2018Q4,0,0,4
'001202':'1025',2009Q1,0,2,2
'001202':'1025',2009Q2,0,5,6
'001202':'1025',2009Q3,0,0,2
'001202':'1025',2009Q4,0,1,4
'001202':'1025',2010Q1,0,0,3
'001202':'1025',2010Q2,0,1,5
'001202':'1025',2010Q3,0,1,3
'001202':'1025',2010Q4,0,4,4
'001202':'1025',2011Q1,0,1,3
'001202':'1025',2011Q2,0,0,5
'001202':'1025',2011Q3,0,0,4
'001202':'1025',2011Q4,0,1,5
'001202':'1025',2012Q1,0,2,3
'001202':'1025',2012Q2,0,0,5
'001202':'1025',2012Q3,0,2,9
'001202':'1025',2012Q4,0,1,4
'001202':'1025',2013Q1,0,1,6
'001202':'1025',2013Q2,0,0,5
'001202':'1025',2013Q3,0,0,1
'001202':'1025',2013Q4,0,1,3
'001202':'1025',2014Q1,0,1,2
'001202':'1025',2014Q2,0,1,8
'001202':'1025',2014Q3,0,0,10
'001202':'1025',2014Q4,0,2,1
'001202':'1025',2015Q1,0,4,3
'001202':'1025',2015Q2,0,1,2
'001202':'1025',2015Q3,0,3,4
'001202':'1025',2015Q4,0,1,7
'001202':'1025',2016Q1,0,1,9
'001202':'1025',2016Q2,0,1,6
'001202':'1025',2016Q3,0,1,2
'001202':'1025',2016Q4,0,2,6
'001202':'1025',2017Q1,0,1,7
'001202':'1025',2017Q2,0,2,9
'001202':'1025',2017Q3,0,0,2
'001202':'1025',2017Q4,0,0,3
'001202':'1025',2018Q1,0,1,5
'001202':'1025',2018Q2,0,3,1
'001202':'1025',2018Q3,1,1,8
'001202':'1025',2018Q4,0,2,6
'001202':'1025',2019Q1,0,1,6
'001202':'1026',2009Q1,0,1,5
'001202':'1026',2009Q2,0,0,4
'001202':'1026',2009Q3,0,0,4
'001202':'1026',2009Q4,0,0,2
'001202':'1026',2010Q1,0,0,2
'001202':'1026',2010Q2,0,1,2
'001202':'1026',2010Q3,0,0,4
'001202':'1026',2010Q4,0,0,6
'001202':'1026',2011Q2,0,2,3
'001202':'1026',2011Q3,0,1,2
'001202':'1026',2011Q4,0,2,6
'001202':'1026',2012Q1,0,0,3
'001202':'1026',2012Q2,0,1,0
'001202':'1026',2012Q3,0,0,4
'001202':'1026',2012Q4,0,1,5
'001202':'1026',2013Q1,0,0,1
'001202':'1026',2013Q2,0,0,3
'001202':'1026',2013Q3,0,1,6
'001202':'1026',2013Q4,0,1,3
'001202':'1026',2014Q1,0,0,5
'001202':'1026',2014Q2,0,0,11
'001202':'1026',2014Q3,0,3,1
'001202':'1026',2014Q4,0,0,2
'001202':'1026',2015Q1,0,0,5
'001202':'1026',2015Q2,0,1,5
'001202':'1026',2015Q3,0,0,2
'001202':'1026',2015Q4,0,0,2
'001202':'1026',2016Q1,0,0,4
'001202':'1026',2016Q2,0,0,3
'001202':'1026',2016Q3,0,1,2
'001202':'1026',2016Q4,0,0,5
'001202':'1026',2017Q2,0,0,2
'001202':'1026',2017Q3,0,0,2
'001202':'1026',2017Q4,0,1,4
'001202':'1026',2018Q1,0,1,2
'001202':'1026',2018Q2,0,0,3
'001202':'1026',2018Q3,0,0,6
'001202':'1026',2018Q4,0,2,3
'001202':'1026',2019Q1,0,0,1
'001202':'2000',2009Q1,0,2,2
'001202':'2000',2009Q2,0,2,6
'001202':'2000',2009Q3,0,0,2
'001202':'2000',2009Q4,0,0,2
'001202':'2000',2010Q1,0,0,3
'001202':'2000',2010Q2,0,0,1
'001202':'2000',2010Q3,0,1,6
'001202':'2000',2010Q4,0,0,3
'001202':'2000',2011Q1,0,1,4
'001202':'2000',2011Q2,0,2,7
'001202':'2000',2011Q3,0,3,5
'001202':'2000',2011Q4,0,1,3
'001202':'2000',2012Q1,0,1,3
'001202':'2000',2012Q2,0,1,1
'001202':'2000',2012Q3,0,1,1
'001202':'2000',2012Q4,0,0,3
'001202':'2000',2013Q1,0,1,4
'001202':'2000',2013Q2,0,1,1
'001202':'2000',2013Q3,0,1,4
'001202':'2000',2013Q4,0,2,3
'001202':'2000',2014Q1,0,2,4
'001202':'2000',2014Q2,0,0,6
'001202':'2000',2014Q3,0,0,3
'001202':'2000',2014Q4,0,1,2
'001202':'2000',2015Q1,0,0,4
'001202':'2000',2015Q3,0,1,2
'001202':'2000',2015Q4,0,0,3
'001202':'2000',2016Q1,0,0,1
'001202':'2000',2016Q2,0,0,4
'001202':'2000',2016Q4,0,0,2
'001202':'2000',2017Q1,0,1,2
'001202':'2000',2017Q2,0,1,2
'001202':'2000',2017Q4,0,2,1
'001202':'2000',2018Q2,0,1,1
'001202':'2000',2018Q3,0,1,4
'001202':'2000',2018Q4,0,0,1
'001202':'2000',2019Q1,0,1,1
'001202':'2002',2009Q1,0,1,4
'001202':'2002',2009Q2,0,2,3
'001202':'2002',2009Q3,0,1,5
'001202':'2002',2009Q4,0,0,7
'001202':'2002',2010Q1,0,0,1
'001202':'2002',2010Q2,0,0,2
'001202':'2002',2010Q3,0,1,0
'001202':'2002',2010Q4,0,0,4
'001202':'2002',2011Q1,0,1,1
'001202':'2002',2011Q3,0,0,1
'001202':'2002',2011Q4,0,0,2
'001202':'2002',2012Q1,0,0,3
'001202':'2002',2012Q2,0,0,1
'001202':'2002',2012Q3,0,0,2
'001202':'2002',2012Q4,0,0,1
'001202':'2002',2013Q1,0,0,1
'001202':'2002',2013Q2,0,0,1
'001202':'2002',2013Q3,0,0,2
'001202':'2002',2013Q4,0,1,2
'001202':'2002',2014Q2,0,0,1
'001202':'2002',2014Q3,0,0,2
'001202':'2002',2014Q4,0,0,1
'001202':'2002',2015Q1,0,1,0
'001202':'2002',2015Q2,0,1,1
'001202':'2002',2015Q3,0,1,2
'001202':'2002',2016Q2,0,1,1
'001202':'2002',2016Q4,0,0,1
'001202':'2002',2017Q2,0,0,2
'001202':'2002',2017Q4,0,0,1
'001202':'2002',2018Q1,0,0,1
'001202':'2002',2018Q2,0,1,1
'001202':'2002',2018Q3,0,0,1
'001202':'2002',2018Q4,0,0,1
'001202':'2003',2009Q1,0,2,0
'001202':'2003',2009Q2,0,0,5
'001202':'2003',2009Q3,0,1,6
'001202':'2003',2009Q4,0,0,7
'001202':'2003',2010Q1,0,0,1
'001202':'2003',2010Q2,0,2,3
'001202':'2003',2010Q3,0,1,2
'001202':'2003',2010Q4,0,0,4
'001202':'2003',2011Q1,0,0,5
'001202':'2003',2011Q2,0,1,3
'001202':'2003',2011Q3,0,0,6
'001202':'2003',2011Q4,0,1,4
'001202':'2003',2012Q1,0,0,3
'001202':'2003',2012Q2,0,0,2
'001202':'2003',2012Q3,0,1,4
'001202':'2003',2012Q4,0,0,7
'001202':'2003',2013Q1,0,0,3
'001202':'2003',2013Q3,0,1,2
'001202':'2003',2013Q4,0,1,1
'001202':'2003',2014Q1,0,0,2
'001202':'2003',2014Q2,0,0,1
'001202':'2003',2014Q3,0,2,4
'001202':'2003',2014Q4,0,0,3
'001202':'2003',2015Q1,0,1,2
'001202':'2003',2015Q2,0,0,4
'001202':'2003',2015Q3,0,1,6
'001202':'2003',2015Q4,0,1,2
'001202':'2003',2016Q1,0,0,1
'001202':'2003',2016Q2,0,1,2
'001202':'2003',2016Q3,0,1,2
'001202':'2003',2016Q4,0,1,2
'001202':'2003',2017Q1,0,1,2
'001202':'2003',2017Q2,0,1,8
'001202':'2003',2017Q3,0,0,1
'001202':'2003',2017Q4,0,0,2
'001202':'2003',2018Q1,0,0,1
'001202':'2003',2018Q2,0,0,1
